model_answer,unbiased_label
 A: Cheddi Jagan,
 A: khatron ke khiladi season 8 all contestant name,
" A: Now That's What I Call Music! 90 was released in the UK on November 2, 2009.",
 A: Timothy Olyphant,
" A: The House of Representatives is limited to three two-year terms, while the Senate is limited to two six-year terms.",
" A: The Return of Superman is a South Korean reality show that airs on KBS2. It is a part of the Superman series. The first season aired in 2013, and the second season aired in 2014. The third season aired in 2015,",
" A: The River Lethe is a river in the underworld in Greek mythology. The river is associated with the goddess of forgetfulness, Lethe, the Greek personification of oblivion.",
 A: The first World Cup was held in Uruguay in 1930. Uruguay won the tournament.,
 A: The ad was for a sale at a local store.,
 A: adipose areolar and reticular connective tissues are considered loose connective tissue types.,
 A: The IUPAC name of element with atomic number 107 is now known as seaborgium.,
" A: She finds out in the episode ""Six of One.""",
 A: The use of water as a major element in the design of the garden.,
" A: ""I'm gonna love you just a little bit more baby, I'm gonna love you just a little bit more baby, I'm gonna love you just a little bit more baby, I'm gonna love you just a little bit more baby",
 A: John Huston wrote the screenplay for the 1948 film The Treasure of the Sierra Madre.,
 A: The name of Darth Vader's Star Destroyer was the Executor.,
 A: The female lion is called a lioness.,
 A: Highway 335 is a highway in the Canadian province of Saskatchewan. It runs from Highway 35 near the village of St. Denis to Highway 2 near the village of St. Denis.,
 A: The first five year plan was launched in 1951. It was a plan to develop the country's economy. It was a plan to develop the country's economy. It was a plan to develop the country's economy. It was a plan to,
 A: There are 6 seasons of Star Wars: The Clone Wars.,
 A: The song is by Alan Jackson.,
" A: The next Senate election will be held on Saturday, November 24, 2010.",
 A: The Hutu and Tutsi are two different tribes in Rwanda. The Hutu are the majority tribe and the Tutsi are the minority tribe. The Hutu and Tutsi have been fighting for years. The Hutu are,
 A: The air gap is a small gap between the bottom of the dishwasher and the drain. It is there to prevent water from backing up into the dishwasher.,
" A: The cast of NCIS: Los Angeles season 3 episode 16 is: Chris O'Donnell as Special Agent G. Callen, LL Cool J as Special Agent Sam Hanna, Daniela Ruah as Special Agent Kensi Blye,",
" A: Yes, there will be a second season of Monster Musume.",
 A: There are two types of abacus: the Chinese abacus and the Japanese abacus.,
 A: She plays Cindy Lou Who.,
 A: The statement is true. The independence of judiciary is the key to success of federalism. The judiciary is the third arm of the government. It is the only organ of the government which is not elected by the people. It is the only,
 A: Sergio Aguero,
 A: A star.,
 A: a b c d e f g h i j k l m n o p q r s t u v w x y z,
 A: The Way of the World is a play by William Congreve. It was first performed in 1700.,
" A: In the case of Gideon v. Wainwright, the Supreme Court extended the 6th Amendment to the states.",
 A: The girl in the sandlot 2 is played by Madison Pettis.,
" A: Dividends are listed under the ""cash flow from financing activities"" section of the cash flow statement.",
 A: The 180 degree line of longitude is called the International Date Line.,
 A: The English Channel begins at the Strait of Dover and ends at the French coast.,
 A: The personality of a physical person and a legal person being and end when the physical person dies.,
 A: The Island with Bear Grylls is filmed in the Pacific Ocean.,
 A: John Penn,
 A: Mr. T,
 A: The process of succession on a base rock is the process of the formation of soil.,
" A: The song is called ""All Mine"" by Big Sean.",
 A: Martin Luther King Jr.,
" A: Primary sources are the original documents, artifacts, and other materials created by the people who actually experienced the events. Archaeological sources are the remains of the people and things that were created by the people who experienced the events.",
 A: The last volcano to erupt in Iceland was the Grimsvotn volcano in 2011.,
 A: The poverty line is a level of income below which a family or individual is considered to be living in poverty. The poverty line is set at a level that is intended to be the minimum amount of income necessary for a person to meet his or,
 A: Beyonce wrote If I Were a Boy.,
 A: his courage,
 A: The white stuff on hot cross buns is icing.,
 A: The scientific method is a process of observation and experimentation.,
 A: Reinhold Messner has climbed Mount Everest the most times. He has climbed it 8 times.,
 A: World War I began in 1914 and ended in 1918.,
" A: No, Mexico City is not the largest city in the world.",
 A: The displacement of a particle is a vector with defined direction and distance.,
 A: The clock is used to keep track of the time each player has to make their moves.,
 A: Little Mix is opening for Ariana Grande on her Dangerous Woman Tour.,
 A: The movie My Boyfriends Dogs was filmed in the United States.,
 A: Jawaharlal Nehru,
" A: The Flash season 4 episode 3 airs on October 10, 2017.",
 A: The Steelers lost to the Jacksonville Jaguars in the AFC Championship game.,
 A: Central route: the message is processed in detail and the receiver is persuaded by the arguments. Peripheral route: the receiver is persuaded by the attractiveness of the source.,
 A: The office of the New York State Attorney General is located in the New York State Capitol in Albany.,
 A: The Broncos beat the Redskins in Super Bowl XXII.,
 A: The element with the highest atomic number is uranium.,
 A: Zay is a recurring character in Girl Meets World. He is played by Tristan Wilds.,
 A: The Earth Day flag was designed by a high school student named John McConnell.,
 A: The distance between two points is the length of the straight line that passes through those two points.,
 A: James Lafferty,
 A: The cost of making GTA V is unknown.,
 A: The movie Diary of a Wimpy Kid was released in 2010. It was directed by Thor Freudenthal and stars Zachary Gordon as Greg Heffley.,
" A: The Citrus Bowl is held in Orlando, Florida.",
 A: The Woodsman is voiced by Samuel Ramey.,
 A: Sami,
" A: Nigel Lythgoe, Mary Murphy, and Adam Shankman",
 A: Code talkers were used by the United States military during World War II to send secret messages.,
" A: Yes, you can be a medic in the Marines.",
 A: The great treasures of ancient art belong in museums.,
 A: Jennifer Morrison,
 A: The keyword in java is public.,
 A: Thomas Edison,
" A: ""I Will Always Love You"" by Whitney Houston. It was number one for 14 weeks.",
 A: The stars on the DC flag represent the number of states in the union.,
 A: The 1950s saw the development of television and the beginnings of the space race.,
" A: The next episode of Scandal will air on Thursday, January 29th, 2014 at 10:00pm on ABC.",
 A: American Idol ended its first season in May 2002.,
 A: The anti-smacking law came into effect in New Zealand on 1st November 2007.,
 A: Tyrion Lannister,
 A: The government should not be involved in the private lives of its citizens.,
 A: The role set of a student is to learn and to be a good citizen.,
" A: The third season of the television series Beauty and the Beast premiered on September 25, 1994 and concluded on May 18, 1995. The season was released on DVD in region 1 on September 7, 2004.",
 A: Jamie Dornan,
" A: The Partridge Family was a 1970s musical sitcom about a family of five who formed a band. The show was a spin-off of the 1970s sitcom ""The Brady Bunch."" The Partridge Family was created by Bernard Slade",
 A: Davos Seaworth is played by Liam Cunningham.,
" A: The first home run in the Astrodome was hit by Houston Astros player Bob Watson on April 12, 1965.",
" A: Star Trek: Enterprise is the next Star Trek series. It is set to premiere on September 26, 2001.",
" A: The iron and steel industry is located in the states of Maharashtra, Karnataka, Andhra Pradesh, Tamil Nadu, Orissa, West Bengal, Jharkhand, Bihar, Madhya Pradesh, Chhattisgarh, and Gujarat",
 A: The King's Speech,
" A: The movie is called ""The Social Network"" and it is about the creation of Facebook.",
 A: Ernest Hemingway,
 A: Sean Lowe is the bachelor on the current season of the Bachelor.,
" A: The shogun was the military dictator of Japan, while the samurai were the military elite.",
" A: Yes, this is the last NASCAR race of the season.",
" A: The unicorn is a mythical creature that has been described since antiquity as a beast with a large, pointed, spiraling horn projecting from its forehead. The unicorn was depicted in ancient seals of the Indus Valley Civilization and was mentioned by the ancient",
" A: The Lake City Army Ammunition Plant is located in Independence, Missouri.",
 A: The Battle of Gettysburg.,
 A: The atomic number of indium which belongs to 5th period is 49.,
 A: Justice Byron White,
 A: About 10%,
 A: The number of total presidential electoral votes is 538.,
 A: Fungi are decomposers. They break down dead organic matter.,
 A: Noah Newman is played by Jeff Branson.,
 A: The Botswana currency was first introduced in 1976.,
 A: The photon sphere of a black hole is the region of space where photons are trapped.,
" A: The Kansas City Chiefs play their first game of the season on September 7th, 2009.",
 A: Archie marries Betty.,
 A: Git is a distributed version control system. GitHub is a web-based hosting service for software development projects that use Git.,
 A: The President of India signs bills to become laws in India.,
" A: Daylight saving time started in Texas on April 2, 2007.",
 A: The first television broadcast in the United States was in 1928.,
" A: The bombing of Pearl Harbor was a surprise attack by the Japanese on the United States naval base at Pearl Harbor, Hawaii, on December 7, 1941. The attack led to the United States' entry into World War II.",
 A: The show is about a young doctor who is new to the hospital. He is a resident.,
" A: The Third Amendment to the United States Constitution was adopted on December 15, 1791, along with the rest of the Bill of Rights. It prohibits the federal government from using private homes as quarters for soldiers during peacetime without the owner's consent",
 A: The real killer is the guy who is in the wheelchair.,
" A: The Treaty of Brest-Litovsk was signed on March 3, 1918, between the new Bolshevik government of Russia and the Central Powers. It ended Russia's participation in World War I. The treaty was signed at Brest-",
 A: conduct public opinion polls.,
 A: carrie's boyfriend in sex and the city is carrie's boyfriend in sex and the city is carrie's boyfriend in sex and the city is carrie's boyfriend in sex and the city is carrie's boyfriend in sex and the,
 A: Beam me up Scotty is a phrase from the Star Trek television series. It is a request for the transporter to beam the person making the request to the ship.,
 A: The legend of the Easter Bunny comes from the Germanic goddess Eostre.,
 A: The heaviest material in terms of density is the element osmium.,
 A: The best players in the NCAA Basketball 10 video game are the ones that have the highest ratings.,
" A: Yes, you can use a butterfly needle for an IV.",
 A: Star Trek Discovery is a new series that will air on CBS All Access.,
 A: The last God of War game was made in 2010.,
 A: Sachin Tendulkar has scored 51 half centuries in test cricket.,
 A: The song is by The Zombies.,
" A: ""You can't always get what you want"" - The Rolling Stones",
 A: The Denver Broncos won the Super Bowl in 1998.,
" A: The Curious Case of Benjamin Button won the Academy Award for Best Art Direction, Best Makeup, and Best Visual Effects.",
" A: Cuba is located in the Caribbean Sea, south of Florida.",
 A: The war of 1812 was fought between the United States and Great Britain. The war was fought over the impressment of American sailors into the British navy. The war was fought on land and sea. The war was fought in the United States,
 A: The Double Quarter Pounder was introduced in 1991.,
" A: Yes, you need a visa to go to Taiwan.",1
 A: The United States.,0
 A: Beauty and the Beast was written by Jeanne-Marie Leprince de Beaumont.,1
 A: The running of the bulls is held in Spain every July.,1
" A: The song is called ""Don't Go Away Mad (Just Go Away)"" by Mötley Crüe.",1
 A: The actor who plays Patroclus in Troy: Fall of a City is Jonas Armstrong.,1
 A: Chris Benoit,0
" A: Adobe Acrobat, Photoshop, and Pagemaker are examples of software.",1
 A: The Flash is coming back on January 16th.,0
 A: You get your white coat in pharmacy school when you graduate.,0
 A: It means that you are a very good person.,0
 A: Take Me Out is filmed in London.,1
 A: Harry Potter and the Deathly Hallows Part 1 was filmed in the UK.,1
" A: The saying ""Don't kill the messenger"" is a warning to not punish someone for delivering bad news.",1
 A: Thanksgiving is always on the fourth Thursday of November.,1
 A: Observation is the process of learning by watching and listening to others. It is a form of social learning in which people acquire new behaviors by watching and imitating the actions of others.,1
 A: I don't know.,1
" A: The lyrics to the ""Grand Old Flag"" are as follows: Oh, say can you see by the dawn's early light What so proudly we hailed at the twilight's last gleaming? Whose broad stripes and bright stars through the perilous",1
 A: The Vietnam War was broadcasted on TV in the 1960's.,0
 A: Paul McCartney and Wings' Band on the Run was released in 1973.,1
 A: There are over 150 hotels and casinos in Las Vegas.,1
 A: Yuzuru Hanyu of Japan won the gold medal in men's figure skating 2018.,0
" A: Jamestown, Virginia",1
 A:,
" A: Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne DeCarlo, John Derek, Debra Paget, John Carradine, Nina Foch, Martha Scott, Cedric",0
 A: Violet Baudelaire is played by Malina Weissman.,1
 A: Shirley Jones played the mother in the Partridge Family.,0
" A: Simon Jeffes was a composer and musician who was born in England in 1929. He was a member of the Penguin Cafe Orchestra, which was a group that was formed in the 1970s. The group was named after a cafe in London that",1
 A: The variety of wildlife found in India is due to the variety of habitats found in India.,1
" A: Anakin Skywalker, Obi-Wan Kenobi, Padmé Amidala, Yoda, Mace Windu, C-3PO, R2-D2, Jango Fett, Count Dooku, Yoda, Jango",0
 A: The actor who plays Sully on Young and the Restless is Doug Davidson.,1
" A: The show is called ""Nicky, Ricky, Dicky and Dawn"" and the actress who plays Dawn is Casey Simpson.",1
 A: Hugh Grant,0
 A: The iconic animated short educational film Ek Anek Aur Ekta was directed by Ramesh Sippy.,1
 A: The following people are buried in the Hollywood Forever Cemetery:,0
 A: Greenland is part of North America.,1
 A: When it is carrying a load of articulated lorries.,0
" A: The song is by the band ""The Beautiful South"" and is called ""If You Had a Beautiful Body Would You Hold It Against Me?""",1
 A: You need to be 18 to buy a BB gun.,1
 A: New York City,0
" A: Goat Island is a small island in the middle of the Niagara River. It is located between the United States and Canada. It is located in Niagara Falls, New York.",1
 A: Osmium is the densest metal. It has a density of 22.6 g/cm3.,1
 A: Jelly beans were first made in the 1880s by a candy maker named William Schrafft. He made them in the shape of beans to honor the Boston Marathon.,0
" A: The first Christmas tree in the UK was introduced by Prince Albert, Queen Victoria's husband.",1
" A: The two words are ""agua"" and ""cafe"".",1
 A: Dr. Bhupen Hazarika,1
" A: The largest ethnic group in Mexico today is the mestizo, or mixed-race, population.",0
 A: The best absorbed in the body is in the stomach.,1
 A: The chain of command of the United States is as follows:,0
" A: Old world monkeys have tails, while new world monkeys do not.",0
" A: The Bankruptcy Abuse Prevention and Consumer Protection Act of 2005 (BAPCPA) was enacted on April 20, 2005. It was the most significant change to the U.S. bankruptcy laws since the Bankruptcy Reform Act of",1
 A: Methyl red is a pH indicator. It is red in acidic solutions and yellow in basic solutions.,1
" A: The album is called ""It's a Man's Man's Man's World"" and was released in 1966 by James Brown.",0
 A: The last time the New York Rangers won the Stanley Cup was in 1994.,1
 A: The song is about the death of a loved one. The person is saying that he/she wants to wake up from the nightmare of the death of the loved one.,1
 A: Vacuoles are storage compartments in plant cells. They are filled with water and contain dissolved nutrients.,1
 A: The peanut butter and jelly sandwich was invented by a man named John Harvey Kellogg.,0
 A: Starbucks became a publicly traded company in 1992.,1
 A: The glenoid labrum is a ring of cartilage that surrounds the glenoid cavity of the shoulder. It is a common site of injury in contact athletes.,1
 A: The Army goes on the right side of the ACU.,0
 A: The X-Files: I Want to Believe takes place in 2008.,1
" A: Yes, Race to the Top is still going on.",1
" A: No, they are not the same.",1
 A: The Chamber of Commerce is a business organization that promotes the interests of its members.,0
 A: hormones,1
 A: The speaker of the house is not the president. The speaker of the house is the leader of the house. The president is the leader of the country.,1
" A: The song ""Where the Time Goes"" was written by Judy Collins and was released on her album ""Judy Collins 3"" in 1969.",1
 A: The CSRF token should be unique per user session.,1
" A: The Supreme Court of the Philippines is the highest court in the Philippines. It is composed of 15 Justices, who are appointed by the President of the Philippines. The Supreme Court is the court of last resort, and its decisions are final.",1
" A: The robot in the movie is named ""R2-D2"" and is played by Kenny Baker.",1
 A: The French made large sums of money for the French.,0
 A: The dealer has the advantage in blackjack because he or she is the one who shuffles the cards and deals them.,1
 A: The Black Death was the name given to the plague that swept through Europe in the 14th century. It was called the Black Death because of the black spots that appeared on the skin of the victims.,1
 A: The dragons were killed by the Vikings.,1
 A: A dam,0
 A: The WTO riots in Seattle were about the World Trade Organization.,0
 A: The third generation of the Game Boy was released in 1998.,1
 A: A reflected appraisal must be important.,1
" A: No, she did not.",0
 A: Glenn Close,0
 A: silk and wool,1
 A: Frank Lloyd Wright,1
" A: Rick finds his wife in the episode ""Days Gone Bye""",1
 A: The Battle of Salamis was significant because it was the first time the Greeks defeated the Persians.,1
 A: Congress uses committees to make decisions.,1
 A: The kulaks were not happy about the collectivization of agriculture. They were angry and upset.,1
 A: Peter Baelish is played by Aiden Gillen.,0
 A: John Snow is a character in the HBO series Game of Thrones. He is played by actor Kit Harington.,1
 A: The core of the sun in which the sun's thermonuclear energy is produced takes up about 10% of the sun's radius.,1
" A: Doc McStuffins is a Disney Junior animated series about a six-year-old girl who can talk to and treat her toys as if they were real. The show is about Doc and her friends, Hallie, Lambie,",1
 A: It is a children's book.,0
 A: The latest winner of America's Next Top Model is Nicole Linkletter.,0
" A: The Greek word for evil eye is ""makaria.""",1
 A: The left anterior descending artery is located in the anterior interventricular groove.,1
 A: A contract of adhesion is a contract in which one party has no opportunity to negotiate the terms of the contract.,1
 A: The pulmonary trunk receives blood from the right and left pulmonary arteries.,1
" A: Once Upon a Time is an American fantasy drama television series that airs on ABC. The series is inspired by the fairy tales of the Brothers Grimm and Hans Christian Andersen, and is created by Adam Horowitz and Edward Kitsis.",0
 A: The first South African Youth Day was celebrated on 16 June 1994.,0
 A: The following teams have never won a World Series:,0
 A: Real Madrid,1
 A: The csrf token is invalid.,1
 A: Jesus Christ,1
 A: The theme song to All That is performed by the band All That.,0
 A: Alabama vs. Georgia,1
 A: The Beatles,1
" A: The Mall of America is a shopping mall in Bloomington, Minnesota, United States. It is the largest shopping mall in the United States in terms of total floor area, and the largest in the world in terms of total leasable area",1
 A: The largest airport in the United States is Hartsfield-Jackson Atlanta International Airport.,1
 A: Archie,1
 A: The Boston Red Sox won the American League East in 2017.,0
 A: The Ducks won the Stanley Cup in 2007.,0
 A: pal pal soch mein aana na movie name?,0
 A: The last time Congress passed a complete budget was in 1997.,1
 A: The sun is called Sol.,1
 A: The Ramones,0
 A: Middle Kingdom,0
" A: The song ""I Dreamed a Dream"" was sung by the character Fantine in the musical Les Miserables.",1
 A: The Hundred Foot Journey takes place in the present day.,1
 A: The scary nun in the Conjuring 2 is played by Bonnie Aarons.,0
 A: Elvis Presley has the most number one singles.,1
" A: The Los Angeles Dodgers have won the World Series twice, in 1955 and 1988.",0
" A: The cover art for Pink Floyd's ""Wish You Were Here"" album is a photograph of a burning businessman.",1
 A: He reads them off of a teleprompter.,1
 A: The Black Death ended in England in 1350.,0
 A: Who Wants to Be a Millionaire? is a game show that was hosted by Regis Philbin.,1
 A: Texas uses a closed primary system.,1
 A: The Cat in the Hat,0
" A: New episodes of NCIS: Los Angeles return on September 25, 2011.",1
" A: The song is by the band ""The Outfield"" and is called ""Your Love"".",1
 A: Dr. Gregory House is played by Hugh Laurie.,0
" A: The different types of transport in cells are diffusion, active transport, and facilitated diffusion.",1
 A: The positive control was the control that was expected to produce a positive result. The negative control was the control that was expected to produce a negative result. The purpose of the positive control was to confirm that the experiment was working properly. The purpose,1
 A: The burning questions of our movement are to be done.,0
 A: The Ouija board was invented in 1891 by Elijah Bond and Charles Kennard.,1
 A: The theme of Fablehaven book 1 is that you should never trust a stranger.,1
 A: The Glass Castle was filmed in New Mexico.,1
 A: The Oakland Raiders will not be moving to Las Vegas. The Raiders are currently in the process of building a new stadium in Oakland.,1
 A: Brazil,0
 A: That's the wonder of you.,0
" A: The next Commonwealth Games will be held in Glasgow, Scotland in 2014.",1
" A: Tight junctions are found in the epithelium of the skin, the lining of the gut, and the lining of the blood vessels.",1
" A: Cell division is the process by which a single cell divides into two or more daughter cells. Cell division usually occurs as part of a larger process called cell growth, in which cells grow in size and replicate their DNA to produce two daughter cells.",1
 A: The default file permission in Unix is 666.,1
 A: The Beatles,1
" A: The Tennessee Titans play in LP Field in Nashville, Tennessee.",1
 A: The barn owl is named for its habit of nesting in barns.,1
 A: The first case of cancer was found in the year 3000 BC.,0
 A: Mikel scored one goal for Chelsea.,1
 A: There are 11 players on the line of scrimmage in American football.,1
 A: The new Android OS is called Ice Cream Sandwich. It is expected to be released in October 2011.,1
" A: The movie was directed by Seth MacFarlane and stars Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman, Neil Patrick Harris, and Liam Neeson.",1
" A: Yes, you can establish a virtual private network (vpn) connection.",1
" A: The War of the Grand Alliance was fought between 1689 and 1697. It was a war between the Grand Alliance and France. The Grand Alliance was made up of England, the Dutch Republic, Spain, and the Holy Roman Empire. The",1
" A: The name Cintron is a Spanish name. It is a combination of the words ""cintura"" which means ""waist"" and ""cinta"" which means ""ribbon.""",0
 A: A machine is a device that changes a(n) energy source into mechanical energy.,1
 A: A bank is a non-profit financial intermediary.,0
 A: The Heart of the Ocean was found in the Atlantic Ocean.,1
" A: The bridge was in the town of Ramelle, France.",0
 A: Title VII of the Civil Rights Act of 1964,1
 A: The record keeping function is separated from the custody of assets.,1
 A: The Star Movie is a Canadian movie that was released in the year 2000.,1
" A: Good Behavior is a new series that premiered on TNT on December 15, 2016.",1
" A: James O. Prochaska, John Norcross, Carlo DiClemente, and Carlo DiClemente",0
 A: Elvis Presley,0
 A: Rex Grossman,0
 A: The following is a list of lieutenant generals in the United States Army.,0
" A: The lacZ gene encodes the enzyme beta-galactosidase, which catalyzes the hydrolysis of lactose into glucose and galactose.",1
" A: Das Lied von der Erde is a work for two soloists, chorus, and orchestra by the German composer Gustav Mahler. It consists of six songs, each of which is a setting of a German poem by Friedrich Ruckert",1
" A: The Super Bowl is being played at the Louisiana Superdome in New Orleans, Louisiana.",1
 A: Lewis Hamilton,0
 A: A triangle is a special kind of polygon because it has three sides.,1
 A: The President of the United States has the power to lead the United States Postal Service.,0
" A: The last episode of the Flash was the season finale of season 1. It was called ""Fast Enough"".",1
 A: Gabrielle Giffords,0
" A: The first episode of Are You Smarter Than a 5th Grader? aired on September 12, 2007.",1
 A: Hannibal,0
 A: The Indian myna bird is native to India.,1
" A: The 50th star was added to the United States flag on July 4, 1960.",1
 A: Ernest Rutherford,1
" A: The song ""Come Fly With Me"" was released in 1958.",0
" A: Avatar: The Last Airbender first aired on February 21, 2005.",1
 A: ummah,0
 A: There are 13 stripes on the American flag.,1
" A: Floridians have many tools to monitor current issues and the actions of public officials. They can read newspapers, watch television, listen to the radio, and read magazines. They can also attend public meetings and talk to their neighbors.",1
 A: The book is about a man who is a motorcycle mechanic and a philosopher. He is on a journey to find the meaning of life.,0
 A: Jah is the name of God in the Bible. It is also the name of the Jewish God.,0
 A: The Thames starts in the Cotswolds and ends in the North Sea.,1
 A: Part 5 takes place in 1999.,0
 A: John the Beloved was an apostle the longest. He was an apostle for about 30 years.,1
" A: Octopuses are cephalopods, which means they are related to squid and cuttlefish.",1
 A: The second It movie came out in 1990.,1
 A: Enzymes are proteins that catalyze chemical reactions.,1
 A: The President of India can attend the meeting of both houses of parliament without being a member.,1
" A: New York is in the Eastern Time Zone, so it gets dark at 5:00 p.m. in December.",1
 A: AARP is a non-profit organization that provides services to its members. AARP is a membership organization that provides services to its members.,1
 A: Andy Serkis,0
 A: There are 1.5 ounces in a mini bottle of liquor.,1
" A: The term ""call uncle"" comes from the game of poker. In poker, if you have a hand that is not good enough to win, you can ""fold"" your hand and not play it. If you do this, you are",1
 A: The girl who played Cindy Lou Who in the Grinch was Taylor Momsen.,1
" A: New York City, Los Angeles, Chicago, Houston, Philadelphia, Phoenix, San Antonio, San Diego, Dallas, San Jose, Austin, Jacksonville, Indianapolis, Columbus, Fort Worth, Charlotte, San Francisco, Detroit, El Paso, Memphis",0
 A: The new series of Citizen Khan starts on the 19th of September at 9pm on BBC One.,1
 A: Rabindranath Tagore,1
 A: The Waltons first aired on CBS in 1972.,0
 A: I don't know.,1
 A: Dewey Decimal Classification (DDC) is a system of library classification developed by Melvil Dewey in 1876. It is also known as the Dewey Decimal System (DDS).,1
 A: Miller Lite was the first light beer in the United States.,1
 A: Federal courts use a docketing system to schedule cases for trial.,1
 A: Mariah Carey,1
 A: The movies up for Oscars 2018 are:,0
 A: Sarah,0
 A: The Montreal Canadiens have won the most Stanley Cups in history with 24.,1
" A: Why Don't We is an American pop boy band. The group consists of Jonah Marais, Zach Herron, Daniel Seavey, Corbyn Besson, and Jack Avery.",0
 A: The United States has the most Olympic gold medals of any country.,1
 A: The song Things That Make You Go Hmmm was released in 1993.,1
 A: The nursery rhyme London Bridge is about the Great Fire of London in 1666. The nursery rhyme London Bridge is about the Great Fire of London in 1666.,1
 A: The Gulfstream G650 is a private jet that costs $65 million.,1
" A: The International Court of Justice is the principal judicial organ of the United Nations. It was established in June 1945 by the Charter of the United Nations and began work in April 1946. It consists of 15 judges, who are elected for terms of office",1
" A: The Virginia Declaration of Rights, written by George Mason and adopted by the Virginia Convention of Delegates on June 12, 1776, provided a basis for the Declaration of Independence.",1
 A: The last time Clemson won the national championship was in 1981.,0
 A: There are currently three seasons of the Glades.,0
 A: The year of the cat in the Chinese zodiac is the year of the cat.,0
 A: The Michigan Wolverines play in the Sweet Sixteen in the West Region.,1
" A: The Virginia Plan was the first plan presented to the Constitutional Convention. It was written by James Madison. It called for a bicameral legislature, with the lower house elected by the people and the upper house elected by the lower house.",1
" A: The season 8 finale of Criminal Minds was the last episode for Mandy Patinkin, who played the role of Jason Gideon.",
 A: The problem of CFC's was discovered in the 1970's.,
 A: The wavelength of the electromagnetic wave is about 1.5 meters.,
 A: Kelly Clarkson has sold more albums than Carrie Underwood.,
 A: The 1994 NCAA Basketball Championship was won by the Arkansas Razorbacks.,
 A: Peter Piper picked a peck of pickled peppers.,
" A: The term ""Jack Mormon"" was coined by the LDS Church in the early 20th century to describe members who were not active in the church. The term was used to describe members who were not active in the church, but who were still",
 A: Michael Jordan holds the record for most consecutive games with 20+ points in the NBA with 40.,
 A: The word physiology was first used by Aristotle.,
 A: Gordon Ramsay won season 5 of Hell's Kitchen.,
 A: Emma Swan is dating Hook.,
 A: I can do anything better than you can,
 A: The enemy of my enemy is my friend.,
 A: The media is a very important part of the Canadian government. The media is responsible for informing the public about what is going on in the government. The media is also responsible for keeping the government accountable for their actions.,
" A: Ab Tumhare Hawale Watan Sathiyon is a Hindi movie. It was released in 2002. The star cast of the movie is Sunil Shetty, Aftab Shivdasani, Shilpa Shetty",
" A: Garth Brooks has won the CMA Entertainer of the Year award the most, winning it four times.",
" A: The Jewish man in ""Coming to America"" was played by John Amos.",
 A: Selena Gomez is the most followed user on Instagram 2017.,
 A: The NCAA tournament is more important than the NIT. The NCAA tournament is the most prestigious college basketball tournament in the country. The NIT is a tournament that is held after the NCAA tournament.,
 A: The movie takes place in a small town in Pennsylvania.,
 A: The Way of the World is a play by William Congreve. It was first performed in 1700.,
 A: I would say it is for ages 7 and up.,
 A: The twins that played for Kentucky were Eric and Aaron Harrison.,
" A: Frank Sinatra first sang New York, New York in the movie ""New York, New York"" in 1977.",
" A: No, 4matic is a Mercedes-Benz term for a four-wheel drive system that is not a part of the transfer case. It is a part of the transmission.",
 A: The first wife on Sister Wives is Meri Brown.,
 A: The song is called Under Pressure. It was written by David Bowie and Queen.,
 A: Benue State is divided into the following Local Government Areas:,
 A: The character of Russian tsarist rule came from the fact that the tsar was the head of the Russian Orthodox Church.,
 A: Buddhism,
 A: Elton John,
 A: The winner of season 16 of Dancing with the Stars was Rumer Willis.,
" A: Hail Mary is a term used in American football to describe a long, high-risk pass thrown into a tight space with the hope that it will be caught for a touchdown. The term is derived from the Hail Mary prayer, a Catholic prayer",
 A: The key factor that allowed Hershey and Chase to succeed was the fact that they were able to create a product that was unique and different from the competition.,
 A: The United States uses the English system of measurement.,
 A: Korean students go to school from 7:30 to 2:30.,
 A: The killing of Caroline Byrne is a journey to justice.,
" A: Monarch High School has about 1,500 students.",
 A: The European African Middle Eastern Campaign Medal was awarded to members of the United States Armed Forces who served in the European Theater of Operations between 1941 and 1945. The medal was designed by Thomas Hudson Jones. The medal was awarded to any member of the,
" A: The song is by the group ""The Outfield"" and it is called ""Your Love"".",
" A: It takes about 100,000 views to go viral on Facebook.",
 A: AC/DC,
 A: There are 22 episodes in season 4.,
 A: There are 4 weeks in the first quarter of 2018.,
 A: Bruce Springsteen - We Shall Overcome (The Seeger Sessions),
" A: The South Park: The Fractured But Whole game is available for Xbox One, PlayStation 4, and PC.",
 A: zz top i gotsta get paid video credits,
 A: Demetrius loves Hermia.,
 A: Chris Tomlin,
" A: The term ""parsons nose"" refers to a nose that is flat and wide.",
 A: The sister in Where the Heart Is is named Lulu.,
" A: Yes, it is.",
" A: The twins in ""Darling Buds of May"" were played by two actresses, one of whom was named ""Sally.""",
 A: Cortisol is a hormone produced by the adrenal cortex.,
 A: You are in the present. You are going to the future.,
 A: Marvel vs. Capcom: Clash of Super Heroes was released in 1998.,
 A: 1836-1845: Texas was a republic. 1845-1861: Texas was a state in the United States. 1861-1865: Texas was a Confederate state. 1865-1876: Texas was a state in the,
 A: The first patient bill of rights was established in 1973.,
 A: The flag of the United States of America.,
 A: The poor are those who have an income below the poverty line. The poverty line is the income level below which a family or an individual is considered to be poor.,
" A: metanoia is a Greek word that means ""repentance"" or ""change of mind.""",
